file,priority,rawInput,rawSelect,rawTextarea,inlineStyle,arbitraryZ,manualPalette,createPortal,rawTable,TextField,SelectField,TextareaField,SearchableSelectField,AppSearchField,ModalField,DialogShell,AppModal,DataTableShell,ManagementDirectoryTable
components/reports/ReportsAutoActionEngine.tsx,P2,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0
components/reports/mlWorkbenchImportDashboard/MetadataImportSavedViewsPanel.tsx,P2,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0
components/FormErrorSummary.tsx,P2,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0
components/reports/mlOperator/MlOperatorSafetyPanel.tsx,P2,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0
components/reports/SalesAgentBoardSection.tsx,P2,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0
components/reports/mlWorkbenchImportDashboard/MetadataImportHistoryPanel.tsx,P2,0,0,0,0,0,20,0,1,0,0,0,0,0,0,0,0,1,0
pages/partnerDetail/PartnerLedgerEntryEditModal.tsx,P2,0,0,0,0,0,19,0,0,1,0,0,0,0,3,0,0,0,0
components/ProfitCollectionRateBadge.tsx,P2,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0
pages/partnerDetail/PartnerOverviewKpiSection.tsx,P2,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0
pages/StockCounts.tsx,P2,1,0,0,0,0,17,0,1,0,0,0,0,0,0,0,0,1,0
components/HubCard.tsx,P2,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0
pages/Forbidden.tsx,P2,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0
pages/InvoiceForm.tsx,P2,3,0,0,0,0,14,0,0,0,0,0,2,0,0,0,0,0,0
components/FinancialProgressBar.tsx,P2,0,0,0,1,0,14,0,0,0,0,0,0,0,0,0,0,0,0
components/SellableItemSelect.tsx,P2,0,0,0,0,0,14,0,0,0,0,0,1,0,0,0,0,0,0
pages/reports/CohortReport.tsx,P2,0,0,0,1,0,14,0,1,1,1,0,0,0,0,0,0,0,0
components/people/PeopleDirectoryOverview.tsx,P2,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0
components/TelegramTopicPanel.tsx,P2,0,0,0,0,0,11,0,0,0,1,2,0,0,0,0,0,0,0
components/reports/DecisionMemoryOverviewModal.tsx,P2,0,0,0,3,0,11,0,0,0,0,0,0,0,0,0,0,0,0
components/reports/RepetitionOverviewModal.tsx,P2,0,0,0,2,0,11,0,0,0,0,0,0,0,0,0,0,0,0
components/reports/mlWorkbenchImportDashboard/MetadataImportProgressiveDisclosure.tsx,P2,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0
components/ChartStylePicker.tsx,P2,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0
components/ExportMenu.tsx,P2,0,0,0,1,0,10,0,0,0,0,0,0,0,0,0,0,0,0
components/SalesAreaChart.tsx,P2,0,0,0,1,0,10,0,0,0,0,0,0,0,0,0,0,0,0
pages/InstallApp.tsx,P2,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0
components/people/PeopleUiKit.tsx,P2,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0
components/reports/DailyBriefSection.tsx,P2,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0
components/reports/ModernKpiCard.tsx,P2,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0
components/reports/PremiumStatCard.tsx,P2,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0
components/sidebar/SidebarNavTree.tsx,P2,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0
components/TableToolbar.tsx,P2,0,0,0,0,0,7,0,0,0,0,0,0,1,0,0,0,0,0
components/reports/mlOperator/MlOperatorMetadataField.tsx,P2,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0
pages/qa/LoadingButtonRuntimeMatrix.tsx,P2,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0
pages/reports/CollectionFollowupCenter.tsx,P2,0,0,0,0,0,7,0,0,0,0,0,0,1,0,1,0,0,0
components/Header.tsx,P2,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0
components/ServiceQuickSell.tsx,P2,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0
components/reports/ExecutiveBrainHeroSection.tsx,P2,0,0,0,1,0,6,0,0,0,0,0,0,0,0,0,0,0,0
components/reports/mlWorkbenchImportDashboard/MetadataImportEmptyState.tsx,P2,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0
components/reports/mlWorkbenchImportDashboard/MetadataImportErrorState.tsx,P2,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0
components/reports/mlWorkbenchImportDashboard/MetadataImportLatestResultPanel.tsx,P2,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0
pages/PublicInvoiceDetail.tsx,P2,0,0,0,0,0,6,0,1,0,0,0,0,0,0,0,0,0,0
pages/customerDetail/CustomerProfileEditModal.tsx,P2,0,0,0,0,0,6,0,0,3,0,2,0,0,0,0,0,0,0
pages/reports/CompareSales.tsx,P2,0,0,0,0,0,6,0,1,0,1,0,0,0,0,1,0,0,0
pages/reports/FollowupsReport.tsx,P2,0,0,0,0,0,6,0,1,3,1,2,0,0,0,0,0,0,0
pages/NotFound.tsx,P2,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0
pages/reports/SmartInsightCenter.tsx,P2,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0
pages/LabelPrint.tsx,P2,2,0,0,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0
pages/tools/LabelPrint.tsx,P2,2,0,0,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0
components/AppLoadingScreen.tsx,P2,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0
components/ThemeToggle.tsx,P2,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0
components/reports/InsightsGridSection.tsx,P2,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0
components/reports/mlOperator/MlOperatorCopyButton.tsx,P2,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0
components/reports/mlWorkbenchImportDashboard/MetadataImportDashboardHeader.tsx,P2,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0
pages/reports/ProductProfitReal.tsx,P2,0,0,0,2,0,4,0,1,0,0,0,0,1,0,0,0,1,0
pages/reports/PurchaseSuggestionReport.tsx,P2,1,0,0,0,0,3,0,1,0,0,0,0,0,0,1,0,0,0
components/header/HeaderTitleArea.tsx,P2,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
components/reports/CustomerIntelligenceSection.tsx,P2,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
components/reports/RealProfitEngineSection.tsx,P2,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
components/reports/mlWorkbenchImportDashboard/MlWorkbenchImportResultDashboardRoot.tsx,P2,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
pages/customerDetail/CustomerDetailRender.tsx,P2,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
pages/partnerDetail/PartnerDetailRender.tsx,P2,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
components/PwaInstallOverlay.tsx,P2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
components/main-layout/MainContentFrame.tsx,P2,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0
components/main-layout/MainLayoutShell.tsx,P2,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0
components/reports/mlWorkbenchImportDashboard/MetadataImportSafetyProofPanel.tsx,P2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
pages/PrintReportShell.tsx,P2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
pages/reports/MlOperatorOverviewPage.tsx,P2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
pages/reports/SalesReport.tsx,P2,0,0,0,0,0,2,0,1,0,1,0,0,1,0,0,0,1,0
components/ProtectedRoute.tsx,P2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
components/PublicRoute.tsx,P2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
components/RoleProtectedRoute.tsx,P2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
components/reports/SmartInsightCard.tsx,P2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
pages/PrintLayout.tsx,P2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
components/ShamsiDatePicker.tsx,P2,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
components/command-palette/CommandPaletteSearchHeader.tsx,P2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
components/sidebar/SidebarSearch.tsx,P2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pages/reports/DeadStockReport.tsx,P2,1,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,1,0
components/LoginLogoDrawable.tsx,P2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
components/MessageComposerModal.tsx,P2,0,0,0,1,0,0,0,0,4,0,1,1,0,6,0,0,0,0
components/OrbBackdrop.tsx,P2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
components/reports/PredictiveEngineSection.tsx,P2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
components/reports/PremiumDataTable.tsx,P2,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0
components/reports/SideKpisOverviewModal.tsx,P2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pages/AuditLog.tsx,P2,0,0,0,0,0,0,0,1,1,3,0,0,0,0,1,0,1,0
pages/Outbox.tsx,P2,0,0,0,0,0,0,0,2,2,4,0,0,0,0,3,0,0,0
pages/dashboard/widgets/ClockWidget.tsx,P2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pages/reports/AbcAnalysisReport.tsx,P2,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
pages/reports/AgingReceivablesReport.tsx,P2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
pages/reports/CashflowReport.tsx,P2,0,0,0,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0
pages/reports/CreditorsReport.tsx,P2,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0
pages/reports/DebtorsReport.tsx,P2,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0
pages/reports/FinancialAuditReport.tsx,P2,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,1,0
pages/reports/ManagerCreditApprovalsReport.tsx,P2,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
pages/reports/RfmReport.tsx,P2,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0
pages/reports/TopSuppliersReport.tsx,P2,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0
